,post_number,subject,username,date
32265,32266,Oh oh....and who was he traveling with and,lindy1401,2014-07-16
32266,32267,<DELETED>,<DELETED>,2014-07-16
32267,32268,<DELETED>,<DELETED>,2014-07-16
32268,32269,<DELETED>,<DELETED>,2014-07-16
32269,32270,<DELETED>,<DELETED>,2014-07-16
32270,32271,<DELETED>,<DELETED>,2014-07-16
32271,32272,20 minutes before that he was talking treasure.,I AM BETTER THAN YOU,2014-07-16
32272,32273,"I don't really understand, but O.K. I called",XYREUS,2014-07-16
32273,32274,Good question! I will actually throw it in!,XYREUS,2014-07-16
32274,32275,<DELETED>,<DELETED>,2014-07-16
32275,32276,"Just imagine, COMPLETELY hypotheitcal of course, the newly",XYREUS,2014-07-16
32276,32277,it's a guy,Sugarplum,2014-07-16
32277,32278,Thought you would like that one!,trueblue,2014-07-16
32278,32279,That's because you have actually called the office.,wlfr01,2014-07-16
32279,32280,No way I just sit around guess this,Sugarplum,2014-07-16
32280,32281,tomorrow dosent look like it either nor nextweek...which,buccaneer1961,2014-07-16
32281,32282,<DELETED>,<DELETED>,2014-07-16
32282,32283,that's what im waiting for...a bit of a,buccaneer1961,2014-07-16
32283,32284,Try Where is Kyle Kennedy and why does,sctts,2014-07-16
32284,32285,<DELETED>,<DELETED>,2014-07-16
32285,32286,The woman at the office said he's back today.,lovethatgreen,2014-07-16
32286,32287,is he spending shareholder money and blowing it,buccaneer1961,2014-07-16
32287,32288,"but...she didn't say that....remember its a guy,",buccaneer1961,2014-07-16
32288,32289,You just said your prediction  the permit,lovethatgreen,2014-07-16
32289,32290,because it might come the week after....lololol....meanwhile il,buccaneer1961,2014-07-16
32290,32291,Its a guy?,lovethatgreen,2014-07-16
32291,32292,Europe is where one goes when wanting to,trueblue,2014-07-16
32292,32293,I say many will dump on the permit,buccaneer1961,2014-07-16
32293,32294,You never mentioned  the week after...naw you,lovethatgreen,2014-07-16
32294,32295,"Whew!!Hmmm,Okay,So where is my Permit?",sctts,2014-07-16
32295,32296,or go to spend $$$ on a vacation...as,buccaneer1961,2014-07-16
32296,32297,right on!,buccaneer1961,2014-07-16
32297,32298,I think your idea dumping on the permit,lovethatgreen,2014-07-16
32298,32299,Ask the ones that  said it was,lovethatgreen,2014-07-16
32299,32300,"dearest friend,didnt the first 2 sites contain treasure??",buccaneer1961,2014-07-16
32300,32301,Ask the ones that said it was gonna,sctts,2014-07-16
32301,32302,Its a scam and I think you might,lovethatgreen,2014-07-16
32302,32303,you said  he sold shares and took,lovethatgreen,2014-07-16
32303,32304,I agree! its horse wiz! malarkey! if its,buccaneer1961,2014-07-16
32304,32305,I agree on the first part but even,buccaneer1961,2014-07-16
32305,32306,Dude listen to me...you need to dump your,lovethatgreen,2014-07-16
32306,32307,several have don't that but when I make,buccaneer1961,2014-07-16
32307,32308,"wow,thankyou so much,ok",buccaneer1961,2014-07-16
32308,32309,I don't need to mention the week after...but,buccaneer1961,2014-07-16
32309,32310,when I sell my shares to another sucker,lovethatgreen,2014-07-16
32310,32311,theres many others doing it too its a,buccaneer1961,2014-07-16
32311,32312,several have don't that but when I make,lovethatgreen,2014-07-16
32312,32313,but it might then $$$$$ coming upon dumping ,lovethatgreen,2014-07-16
32313,32314,um...what?,buccaneer1961,2014-07-16
32314,32315,sharesyourdumpoentheat,lovethatgreen,2014-07-16
32315,32316,Actually talking negative and then buying stock I,trueblue,2014-07-16
32316,32317,um...what? ,lovethatgreen,2014-07-16
32317,32318,its covered,lovethatgreen,2014-07-16
32318,32319,That's correct you go to France to find,wlfr01,2014-07-16
32319,32320,yup another red flag right there,lovethatgreen,2014-07-16
32320,32321,im like u i dont believe in message,lovethatgreen,2014-07-16
32321,32322,id put your sells in tonite ahead of time,lovethatgreen,2014-07-16
32322,32323,"why go again,did he forget to take notes",buccaneer1961,2014-07-16
32323,32324,nothing done by me is shady...,buccaneer1961,2014-07-16
32324,32325,you said you bot 19s correct?,lovethatgreen,2014-07-16
32325,32326,its touted as being a French ship from,buccaneer1961,2014-07-16
32326,32327,nothing done by me is shady... ,lovethatgreen,2014-07-16
32327,32328,I did...in the .07s range because the system,buccaneer1961,2014-07-16
32328,32329,I wasn't aware that companies made public or,wlfr01,2014-07-16
32329,32330,so funny...I wont sell down...but up if it,buccaneer1961,2014-07-16
32330,32331,it was never touted as a french ship,lovethatgreen,2014-07-16
32331,32332,the advertisers(touters) do,buccaneer1961,2014-07-16
32332,32333,so funny...I wont sell down,lovethatgreen,2014-07-16
32333,32334,So no ships from the French Indies never,wlfr01,2014-07-16
32334,32335,the advertisers(touters) do ,lovethatgreen,2014-07-16
32335,32336,OMG I think u are right....,Sugarplum,2014-07-16
32336,32337,"come on,im not stupid...they say its Spanish...and the",buccaneer1961,2014-07-16
32337,32338,"I don't,that other guy had no facts,i can",buccaneer1961,2014-07-16
32338,32339,this:Posted by: wlfr01,buccaneer1961,2014-07-16
32339,32340,"come on,im not stupid.",lovethatgreen,2014-07-16
32340,32341,this is your post,lovethatgreen,2014-07-16
32341,32342,<DELETED>,<DELETED>,2014-07-16
32342,32343,"I don't,that other guy had no facts,",lovethatgreen,2014-07-16
32343,32344,<DELETED>,<DELETED>,2014-07-16
32344,32345,your not following the thread...last year rumors were,buccaneer1961,2014-07-16
32345,32346,that's because I was here from the beginning,buccaneer1961,2014-07-16
32346,32347,thankyou my dear friend,buccaneer1961,2014-07-16
32347,32348,Key word Rumors,wlfr01,2014-07-16
32348,32349,why would they start? whats the true purpose??,buccaneer1961,2014-07-16
32349,32350,Possibly researching a wreck at the Juno or,trueblue,2014-07-16
32350,32351,I never said anything done by you is,trueblue,2014-07-16
32351,32352,I believe that Robert Marx stated there are,trueblue,2014-07-16
32352,32353,This feels more and more like fishing! waiting,trueblue,2014-07-16
32353,32354,Tomorrow would be very nice...make my week for,lindy1401,2014-07-16
32354,32355,mine too...heres to sfrx!,buccaneer1961,2014-07-16
32355,32356,Pretty much make everyone's day!!!  fingers crossed,trueblue,2014-07-16
32356,32357,Positive thinking will bring results!! Lets see the,trueblue,2014-07-16
32357,32358,yesis he spending shareholder money and blowing it,GREGG THE GREEK,2014-07-16
32358,32359,I heard they have the best Manifesto pizza there,GREGG THE GREEK,2014-07-16
32359,32360,I added today again at .0169 and .017,buccaneer1961,2014-07-16
32360,32361,INTERESTINGthats the only thing  I think  I beli,GREGG THE GREEK,2014-07-16
32361,32362,But how can that be ?,GREGG THE GREEK,2014-07-16
32362,32363,Sounds like it's settled then LOL,GREGG THE GREEK,2014-07-16
32363,32364,If you say so :-),GREGG THE GREEK,2014-07-16
32364,32365,That is funny,GREGG THE GREEK,2014-07-16
32365,32366, WRONG !!! ,GREGG THE GREEK,2014-07-16
32366,32367,Some things definitely don't add up,GREGG THE GREEK,2014-07-16
32367,32368,Who ?,GREGG THE GREEK,2014-07-16
32368,32369,"I ""think""",GREGG THE GREEK,2014-07-16
32369,32370,Hard to do ,GREGG THE GREEK,2014-07-16
32370,32371,W out a doubt,GREGG THE GREEK,2014-07-16
32371,32372,I called the office and left a message...they,XYREUS,2014-07-16
32372,32373,Actually wasn't the only surviving ship in the,lindy1401,2014-07-16
32373,32374,If there's a massive dumping on the permit,XYREUS,2014-07-16
32374,32375,<DELETED>,<DELETED>,2014-07-16
32375,32376,nooo...im talking about the selling / profit taking,buccaneer1961,2014-07-16
32376,32377,"Yes, the Griffon",GREGG THE GREEK,2014-07-16
32377,32378,its a secret society thing...where advertisers say they,buccaneer1961,2014-07-16
32378,32379,<DELETED>,<DELETED>,2014-07-16
32379,32380,<DELETED>,<DELETED>,2014-07-16
32380,32381,Of course it will,GREGG THE GREEK,2014-07-16
32381,32382,"I'm up late tonight, working on my manifesto",GREGG THE GREEK,2014-07-16
32382,32383,but this is the conception supposivly...a Spanish ship!!!!,buccaneer1961,2014-07-16
32383,32384,"Very true, i hear it's like The Mystic",GREGG THE GREEK,2014-07-16
32384,32385,I'm not so sure about this little tid,GREGG THE GREEK,2014-07-17
32385,32386,Yep! I'v lossed alot of money this year,XYREUS,2014-07-17
32386,32387,REPOSTthere are 3 significant events in the near,sctts,2014-07-17
32387,32388,Re: The 1715 Plate Fleet Story 	2 years,sctts,2014-07-17
32388,32389,"November 2005 - MELBOURNE, FL - A flintlock",sctts,2014-07-17
32389,32390,Well then you should take great comfort in,wlfr01,2014-07-17
32390,32391,Yeah they're setting that house of cards up,lovethatgreen,2014-07-17
32391,32392,The manifesto could have lots of things on,trueblue,2014-07-17
32392,32393,Time will tell if that was a great,trueblue,2014-07-17
32393,32394,IndeedI'v lossed alot of money this year based,GREGG THE GREEK,2014-07-17
32394,32395,I think you may be confusing it w,GREGG THE GREEK,2014-07-17
32395,32396,If one can't take it anymore the bids,lovethatgreen,2014-07-17
32396,32397,"yup, several million above the levels we're supposed",GREGG THE GREEK,2014-07-17
32397,32398,".03 to .48 in a week, learn to",Sugarplum,2014-07-17
32398,32399,"Yup, can't get greedy. Or else you wind",GREGG THE GREEK,2014-07-17
32399,32400,Pretty much,Sugarplum,2014-07-17
32400,32401,Iron Maiden still in Juno?????,sctts,2014-07-17
32401,32402,none of the above...remember according to posts he,buccaneer1961,2014-07-17
32402,32403,that's very true...but advertisers scream this one is,buccaneer1961,2014-07-17
32403,32404,http://investorshub.advfn.com/boards/read_msg.aspx?message_id=104376960&txt2find,Sugarplum,2014-07-17
32404,32405,il buy here because the advertising agency will,buccaneer1961,2014-07-17
32405,32406,no pumping here,lovethatgreen,2014-07-17
32406,32407,I added more at .0175 now but now,buccaneer1961,2014-07-17
32407,32408,Quote:it aint comin its in the bag,lovethatgreen,2014-07-17
32408,32409,lol lol lol lol lol lol,I AM BETTER THAN YOU,2014-07-17
32409,32410,"Well I was a buyer today, I honestly",Sugarplum,2014-07-17
32410,32411,Wise.,I AM BETTER THAN YOU,2014-07-17
32411,32412,True HA!,Sugarplum,2014-07-17
32412,32413,remember according to posts he is in Europe??,sctts,2014-07-17
32413,32414,I don't think some have any idea what,GREGG THE GREEK,2014-07-17
32414,32415,"Like i said, as positive on anything as",GREGG THE GREEK,2014-07-17
32415,32416,"I think the pirate ""thinks"" or is under",GREGG THE GREEK,2014-07-17
32416,32417,I know he has developed a keen liking,IAMMINDFULL,2014-07-17
32417,32418,looks to me like someone is serious on,lovethatgreen,2014-07-17
32418,32419,"So, i guess now we have a bit",GREGG THE GREEK,2014-07-17
32419,32420,"HA, i was typing up my last post",GREGG THE GREEK,2014-07-17
32420,32421,well Big G what do I know?,IAMMINDFULL,2014-07-17
32421,32422,"You furgoat the advertisers and the totes ""i think""",GREGG THE GREEK,2014-07-17
32422,32423,<DELETED>,<DELETED>,2014-07-17
32423,32424,"Yeah, I know...procedurely, I made EVERY ""rookie mistake""",XYREUS,2014-07-17
32424,32425,I'm sorry for your loss. I have had,Sugarplum,2014-07-17
32425,32426,One thing I like about SFRX is the,Sugarplum,2014-07-17
32426,32427,Just went over a million shares trading hands.,kentcrek,2014-07-17
32427,32428,Brother in Laws!!!,sctts,2014-07-17
32428,32429,Kindred spirits ?,GREGG THE GREEK,2014-07-17
32429,32430,I couldnt of put it better myself. It,XYREUS,2014-07-17
32430,32431,"One thing i know for sure, Kyle is",sctts,2014-07-17
32431,32432,I try VERY hard to only hold myself,Sugarplum,2014-07-17
32432,32433,"Yeah, this is such a unique situation, and",XYREUS,2014-07-17
32433,32434,I'm sure that patience is a must and,GREGG THE GREEK,2014-07-17
32434,32435,I refuse to think he is so smart,buccaneer1961,2014-07-17
32435,32436,I got some yesterday,buccaneer1961,2014-07-17
32436,32437,perhaps the iron maiden ran out of fuel,buccaneer1961,2014-07-17
32437,32438,but then your at the mercy of advertising,buccaneer1961,2014-07-17
32438,32439,if it was accurate info its one thing....but..,buccaneer1961,2014-07-17
32439,32440,yes...permit not coming yet...but still buying for later purposes,buccaneer1961,2014-07-17
32440,32441,this stock changes directions like the wind,buccaneer1961,2014-07-17
32441,32442,<DELETED>,<DELETED>,2014-07-17
32442,32443,how many ceos was this said of?,buccaneer1961,2014-07-17
32443,32444,I find SFRX refreshingly simple after trying to,Sugarplum,2014-07-17
32444,32445,he must be...that or not in tuen with,buccaneer1961,2014-07-17
32445,32446,<DELETED>,<DELETED>,2014-07-17
32446,32447,how many times was a ceo touted as,buccaneer1961,2014-07-17
32447,32448,. I have traded small positions to help,buccaneer1961,2014-07-17
32448,32449,are the insiders selling into it?? what idiot,buccaneer1961,2014-07-17
32449,32450,Another find!,kentcrek,2014-07-17
32450,32451,Bazinga!!,wlfr01,2014-07-17
32451,32452,"please let us know what you find,see if",buccaneer1961,2014-07-17
32452,32453,"Probably a million times on 10s of 1,000s",GREGG THE GREEK,2014-07-17
32453,32454,but the share price here dosent reflect that...so,buccaneer1961,2014-07-17
32454,32455,<DELETED>,<DELETED>,2014-07-17
32455,32456,<DELETED>,<DELETED>,2014-07-17
32456,32457,<DELETED>,<DELETED>,2014-07-17
32457,32458,<DELETED>,<DELETED>,2014-07-17
32458,32459,<DELETED>,<DELETED>,2014-07-17
32459,32460,.but this one is different because??,GREGG THE GREEK,2014-07-17
32460,32461,<DELETED>,<DELETED>,2014-07-17
32461,32462,[quote just as no 2 fingerprints are exactly,buccaneer1961,2014-07-17
32462,32463,"Those of us who are ""pumping"" Kyle and",GREGG THE GREEK,2014-07-17
32463,32464,<DELETED>,<DELETED>,2014-07-17
32464,32465,<DELETED>,<DELETED>,2014-07-17
32465,32466,BULLSHITbut the end results were the same,GREGG THE GREEK,2014-07-17
32466,32467,I'm more interested in the buyer ...,lovethatgreen,2014-07-17
32467,32468,<DELETED>,<DELETED>,2014-07-17
32468,32469,"OH man, most spot on statement ever ",GREGG THE GREEK,2014-07-17
32469,32470,<DELETED>,<DELETED>,2014-07-17
32470,32471,<DELETED>,<DELETED>,2014-07-17
32471,32472,<DELETED>,<DELETED>,2014-07-17
32472,32473,<DELETED>,<DELETED>,2014-07-17
32473,32474,Doubt it goes lower here. Tomorrow and next,Paul Wall,2014-07-17
32474,32475,<DELETED>,<DELETED>,2014-07-17
32475,32476,<DELETED>,<DELETED>,2014-07-17
32476,32477,lol guess not all truth is embraced,Sugarplum,2014-07-17
32477,32478,Even a blind squirrel finds a nut every,wlfr01,2014-07-17
32478,32479,the .0168 bid today soaked up over 2,lovethatgreen,2014-07-17
32479,32480,Actually 1.5 million but still a lot! Remember,kentcrek,2014-07-17
32480,32481,No its not counted like that at all,lovethatgreen,2014-07-17
32481,32482,<DELETED>,<DELETED>,2014-07-17
32482,32483,<DELETED>,<DELETED>,2014-07-17
32483,32484,<DELETED>,<DELETED>,2014-07-17
32484,32485,<DELETED>,<DELETED>,2014-07-17
32485,32486,<DELETED>,<DELETED>,2014-07-17
32486,32487,<DELETED>,<DELETED>,2014-07-17
32487,32488,Dear god I hope he didn't get his,Paul Wall,2014-07-17
32488,32489,<DELETED>,<DELETED>,2014-07-17
32489,32490,<DELETED>,<DELETED>,2014-07-17
32490,32491,im selling in the .08/.1 range,buccaneer1961,2014-07-17
32491,32492,as to who it is?,buccaneer1961,2014-07-17
32492,32493,<DELETED>,<DELETED>,2014-07-17
32493,32494,I know who it is...,lovethatgreen,2014-07-17
32494,32495,hopefully he makes his money outta this in,buccaneer1961,2014-07-17
32495,32496,Their initials are BW.,lovethatgreen,2014-07-17
32496,32497,I don't know who that buyer is,buccaneer1961,2014-07-17
32497,32498,how many did bw get afterall?,buccaneer1961,2014-07-17
32498,32499,A serious buyer,lovethatgreen,2014-07-17
32499,32500,"ok,well I hope if he is  honorable...that",buccaneer1961,2014-07-17
32500,32501,I hope the naysayers are silenced when this runs,buccaneer1961,2014-07-17
32501,32502,Possibly a pen shortage in the government offices?,trueblue,2014-07-18
32502,32503,<DELETED>,<DELETED>,2014-07-18
32503,32504,Yes!!! I will actually try to get ON,XYREUS,2014-07-18
32504,32505,You're soooo right. You can't hold yourself to,XYREUS,2014-07-18
32505,32506,B.W. is back on the bid,lovethatgreen,2014-07-18
32506,32507,well done you!,buccaneer1961,2014-07-18
32507,32508,I just looked at a post I put,jrf30,2014-07-18
32508,32509,hopefully he gets his fill...much to his satisfaction,buccaneer1961,2014-07-18
32509,32510,They could buy the entire os if that,lovethatgreen,2014-07-18
